ID,Independent Variable 1,Independent Variable 2,Independent Variable 3,Independent Variable 4,Independent Variable 5,Independent Variable 6,Independent Variable 7,ROOT_CAUSE
506,0,0,1,1,0,0,1,DATABASE_ISSUE
507,1,1,0,1,0,0,1,DATABASE_ISSUE
508,0,1,0,0,0,1,1,NETWORK_DELAY
509,0,1,1,1,1,0,1,DATABASE_ISSUE
510,0,0,1,0,0,1,1,NETWORK_DELAY
511,1,1,0,0,0,0,0,NETWORK_DELAY
512,0,1,1,1,1,1,0,DATABASE_ISSUE
513,0,1,0,0,1,1,0,NETWORK_DELAY
514,1,1,1,1,1,0,1,DATABASE_ISSUE
515,1,1,1,1,1,0,0,DATABASE_ISSUE
516,0,1,1,0,0,1,1,NETWORK_DELAY
517,0,0,0,1,1,1,1,DATABASE_ISSUE
518,1,0,1,0,0,1,0,NETWORK_DELAY
519,1,1,1,1,1,0,1,DATABASE_ISSUE
520,0,1,0,0,1,0,0,NETWORK_DELAY
521,0,0,1,1,1,1,0,DATABASE_ISSUE
522,0,0,0,1,1,0,0,NETWORK_DELAY
523,1,0,1,1,0,0,0,NETWORK_DELAY
524,0,0,0,1,0,0,0,NETWORK_DELAY
525,1,0,0,0,0,0,1,MEMORY_LEAK
526,0,0,1,0,1,0,0,NETWORK_DELAY
527,1,0,0,0,1,1,0,NETWORK_DELAY
528,0,0,1,0,1,1,1,NETWORK_DELAY
529,0,0,0,1,0,0,1,NETWORK_DELAY
530,0,0,1,0,1,0,1,NETWORK_DELAY
531,1,0,1,1,1,0,1,DATABASE_ISSUE
532,0,1,1,0,0,1,1,NETWORK_DELAY
533,1,1,0,0,0,1,1,NETWORK_DELAY
534,0,0,0,1,1,0,1,DATABASE_ISSUE
535,1,1,0,1,1,0,1,DATABASE_ISSUE
536,1,1,0,1,1,1,0,DATABASE_ISSUE
537,0,0,0,0,0,1,0,NETWORK_DELAY
538,0,1,1,1,0,1,0,NETWORK_DELAY
539,1,0,0,1,1,0,1,DATABASE_ISSUE
540,0,1,1,1,0,0,1,NETWORK_DELAY
541,1,0,0,1,0,0,0,NETWORK_DELAY
542,1,1,1,0,1,0,0,DATABASE_ISSUE
543,0,1,1,0,0,0,0,NETWORK_DELAY
544,1,1,1,1,0,1,0,DATABASE_ISSUE
545,0,0,0,1,0,0,0,NETWORK_DELAY
546,0,0,0,1,1,0,1,DATABASE_ISSUE
547,1,0,1,1,1,1,0,DATABASE_ISSUE
548,1,1,0,0,0,1,1,NETWORK_DELAY
549,0,0,0,0,1,0,0,NETWORK_DELAY
550,0,1,1,0,0,0,0,NETWORK_DELAY
551,0,0,0,0,0,1,1,NETWORK_DELAY
552,0,1,1,0,0,1,1,NETWORK_DELAY
553,0,0,0,1,0,1,1,NETWORK_DELAY
554,0,1,1,1,0,1,1,NETWORK_DELAY
555,0,0,1,0,1,1,1,NETWORK_DELAY
556,1,1,1,0,1,0,1,DATABASE_ISSUE
557,0,0,1,1,1,1,1,DATABASE_ISSUE
558,1,0,1,1,0,0,0,NETWORK_DELAY
559,0,1,0,1,0,0,1,DATABASE_ISSUE
560,1,1,0,0,1,1,1,NETWORK_DELAY
561,0,1,0,0,0,0,0,MEMORY_LEAK
562,0,1,1,0,0,0,1,NETWORK_DELAY
563,1,1,1,1,1,1,1,DATABASE_ISSUE
564,0,0,1,1,1,0,1,NETWORK_DELAY
565,0,1,1,0,0,0,0,NETWORK_DELAY
566,1,1,0,0,0,0,0,NETWORK_DELAY
567,0,1,0,1,1,1,0,DATABASE_ISSUE
568,1,0,0,1,1,1,1,NETWORK_DELAY
569,0,0,0,0,1,1,0,NETWORK_DELAY
570,0,1,0,1,0,1,0,NETWORK_DELAY
571,0,0,0,0,0,0,1,NETWORK_DELAY
572,1,1,1,0,1,0,0,NETWORK_DELAY
573,1,1,1,1,1,1,0,DATABASE_ISSUE
574,0,1,0,0,0,1,1,NETWORK_DELAY
575,0,0,1,0,0,0,0,NETWORK_DELAY
576,1,0,0,0,0,0,1,MEMORY_LEAK
577,1,1,1,0,1,0,1,NETWORK_DELAY
578,1,0,1,1,0,0,0,NETWORK_DELAY
579,1,0,1,1,1,0,1,DATABASE_ISSUE
580,0,0,1,1,1,0,0,DATABASE_ISSUE
581,0,0,0,0,0,1,0,MEMORY_LEAK
582,1,1,0,1,1,0,1,DATABASE_ISSUE
583,1,1,0,0,0,1,1,NETWORK_DELAY
584,0,0,0,1,1,0,1,NETWORK_DELAY
585,0,0,1,1,1,1,0,DATABASE_ISSUE
586,1,0,1,1,0,1,1,DATABASE_ISSUE
587,0,1,0,0,1,1,1,DATABASE_ISSUE
588,0,0,1,1,1,0,1,DATABASE_ISSUE
589,1,0,1,0,1,0,0,NETWORK_DELAY
590,1,1,0,0,1,0,0,NETWORK_DELAY
591,0,0,0,1,0,1,0,NETWORK_DELAY
592,0,1,1,0,1,1,1,DATABASE_ISSUE
593,1,1,1,1,1,0,1,DATABASE_ISSUE
594,1,0,0,1,0,1,1,NETWORK_DELAY
595,0,1,1,1,0,0,0,DATABASE_ISSUE
596,0,0,0,1,1,1,1,DATABASE_ISSUE
597,0,0,1,0,0,0,0,NETWORK_DELAY
598,1,0,0,0,0,1,1,NETWORK_DELAY
599,0,0,0,0,1,1,1,NETWORK_DELAY
600,1,0,0,1,1,1,0,DATABASE_ISSUE
601,1,1,0,0,1,1,1,NETWORK_DELAY
602,1,1,1,1,0,0,0,NETWORK_DELAY
603,0,1,1,1,1,0,1,DATABASE_ISSUE
604,0,0,1,1,1,1,0,DATABASE_ISSUE
605,0,1,0,0,0,0,1,NETWORK_DELAY
606,0,0,0,0,0,1,1,NETWORK_DELAY
607,0,0,0,0,0,0,0,MEMORY_LEAK
608,0,0,0,0,1,0,0,NETWORK_DELAY
609,1,1,1,0,1,0,1,DATABASE_ISSUE
610,1,0,0,0,0,1,0,MEMORY_LEAK
611,0,1,0,0,0,1,0,NETWORK_DELAY
612,1,1,0,1,1,1,0,NETWORK_DELAY
613,1,0,1,0,1,0,1,NETWORK_DELAY
614,0,0,0,0,0,0,0,MEMORY_LEAK
615,0,1,1,0,0,1,1,NETWORK_DELAY
616,1,1,1,0,1,0,1,DATABASE_ISSUE
617,1,1,1,1,0,1,0,NETWORK_DELAY
618,0,0,0,0,0,1,1,NETWORK_DELAY
619,1,0,1,0,1,0,1,NETWORK_DELAY
620,0,1,1,0,0,0,1,NETWORK_DELAY
621,0,1,0,0,1,1,0,NETWORK_DELAY
622,1,1,1,1,1,1,1,DATABASE_ISSUE
623,0,1,1,0,0,0,1,NETWORK_DELAY
624,0,0,0,0,0,1,0,NETWORK_DELAY
625,1,1,1,1,0,1,1,DATABASE_ISSUE
626,1,0,0,1,1,1,0,DATABASE_ISSUE
627,1,0,1,0,1,1,1,DATABASE_ISSUE
628,1,0,1,0,0,1,0,NETWORK_DELAY
629,1,0,0,0,0,0,1,NETWORK_DELAY
630,0,0,1,0,0,1,1,NETWORK_DELAY
631,1,0,0,1,0,0,1,NETWORK_DELAY
632,1,0,0,0,1,0,0,NETWORK_DELAY
633,1,0,0,1,0,0,1,NETWORK_DELAY
634,1,1,0,1,0,1,1,NETWORK_DELAY
635,1,1,1,0,0,0,1,NETWORK_DELAY
636,0,1,1,1,0,0,1,DATABASE_ISSUE
637,1,1,1,0,0,0,1,NETWORK_DELAY
638,0,1,0,1,1,0,1,DATABASE_ISSUE
639,0,0,0,0,1,0,1,NETWORK_DELAY
640,0,1,0,1,1,1,0,DATABASE_ISSUE
641,1,1,1,0,1,1,0,DATABASE_ISSUE
642,1,1,1,1,0,1,1,DATABASE_ISSUE
643,1,1,1,1,0,1,0,NETWORK_DELAY
644,1,1,1,1,1,1,0,DATABASE_ISSUE
645,1,1,1,0,1,1,0,NETWORK_DELAY
646,0,0,0,0,0,1,0,MEMORY_LEAK
647,0,1,1,1,1,0,0,DATABASE_ISSUE
648,0,1,1,0,1,0,0,DATABASE_ISSUE
649,0,0,0,0,0,0,1,NETWORK_DELAY
650,1,0,1,0,1,1,0,NETWORK_DELAY
651,0,0,1,1,1,0,1,DATABASE_ISSUE
652,0,1,1,0,1,0,1,NETWORK_DELAY
653,1,0,1,1,1,1,1,DATABASE_ISSUE
654,0,1,0,1,1,1,0,NETWORK_DELAY
655,1,1,0,0,0,1,1,NETWORK_DELAY
656,1,1,0,0,0,0,1,NETWORK_DELAY
657,1,0,0,0,1,0,0,NETWORK_DELAY
658,1,1,1,1,0,0,1,DATABASE_ISSUE
659,1,0,1,1,1,0,1,DATABASE_ISSUE
660,0,1,1,1,0,0,0,NETWORK_DELAY
661,1,1,1,0,1,0,0,NETWORK_DELAY
662,1,0,0,1,0,1,1,NETWORK_DELAY
663,1,0,0,1,1,1,0,NETWORK_DELAY
664,1,0,1,0,1,1,0,NETWORK_DELAY
665,0,0,1,0,0,0,0,NETWORK_DELAY
666,1,1,0,1,0,0,1,NETWORK_DELAY
667,1,1,0,1,1,1,1,DATABASE_ISSUE
668,0,1,0,0,1,1,1,NETWORK_DELAY
669,0,0,1,1,1,0,1,DATABASE_ISSUE
670,0,1,0,1,0,1,0,NETWORK_DELAY
671,0,1,1,1,1,1,0,DATABASE_ISSUE
672,1,1,0,0,0,1,0,NETWORK_DELAY
673,0,0,0,1,0,1,1,NETWORK_DELAY
674,0,1,1,0,0,0,0,NETWORK_DELAY
675,1,0,0,0,1,1,1,NETWORK_DELAY
676,0,1,1,1,0,0,0,NETWORK_DELAY
677,1,1,1,0,0,1,0,NETWORK_DELAY
678,0,1,0,1,1,1,1,DATABASE_ISSUE
679,1,1,0,0,0,0,1,NETWORK_DELAY
680,1,0,1,0,0,0,1,NETWORK_DELAY
681,0,0,1,1,0,1,0,NETWORK_DELAY
682,0,1,1,0,0,1,1,NETWORK_DELAY
683,1,1,1,1,1,0,0,DATABASE_ISSUE
684,1,1,1,1,0,0,0,DATABASE_ISSUE
685,1,0,1,1,1,0,0,DATABASE_ISSUE
686,1,1,1,1,0,1,1,DATABASE_ISSUE
687,1,1,1,0,1,1,0,DATABASE_ISSUE
688,1,0,0,0,0,1,0,NETWORK_DELAY
689,0,1,1,1,1,1,1,DATABASE_ISSUE
690,1,1,1,1,1,0,1,DATABASE_ISSUE
691,0,1,0,1,0,0,0,NETWORK_DELAY
692,0,0,1,0,0,1,1,NETWORK_DELAY
693,0,0,0,1,1,1,0,NETWORK_DELAY
694,0,0,0,1,1,0,0,NETWORK_DELAY
695,1,0,0,0,1,1,0,NETWORK_DELAY
696,1,1,1,0,0,0,0,NETWORK_DELAY
697,1,1,1,0,1,0,0,NETWORK_DELAY
698,0,1,1,1,1,1,0,DATABASE_ISSUE
699,0,0,1,1,0,1,0,NETWORK_DELAY
700,1,1,0,0,1,0,1,NETWORK_DELAY
701,0,1,0,1,0,0,1,DATABASE_ISSUE
702,0,1,1,1,1,0,0,DATABASE_ISSUE
703,0,1,0,1,1,1,0,DATABASE_ISSUE
704,1,1,1,1,1,1,1,DATABASE_ISSUE
705,0,1,1,0,0,0,0,NETWORK_DELAY
706,0,0,0,1,0,0,0,NETWORK_DELAY
707,0,1,0,0,0,0,0,MEMORY_LEAK
708,1,1,1,0,1,1,1,DATABASE_ISSUE
709,1,1,0,0,0,0,1,NETWORK_DELAY
710,0,1,0,0,1,0,0,NETWORK_DELAY
711,0,1,0,1,1,1,0,DATABASE_ISSUE
712,0,1,1,1,1,0,0,NETWORK_DELAY
713,1,0,0,0,0,1,0,NETWORK_DELAY
714,1,1,1,0,1,0,0,DATABASE_ISSUE
715,0,0,1,1,1,0,0,DATABASE_ISSUE
716,1,0,1,0,1,1,0,DATABASE_ISSUE
717,1,1,0,1,1,1,1,DATABASE_ISSUE
718,1,0,0,0,0,1,0,NETWORK_DELAY
719,1,0,0,0,1,1,1,NETWORK_DELAY
720,1,0,1,0,1,1,1,NETWORK_DELAY
721,1,1,0,0,1,1,0,NETWORK_DELAY
722,1,1,0,0,0,0,1,NETWORK_DELAY
723,0,0,0,0,0,1,0,MEMORY_LEAK
724,1,1,1,1,1,1,1,DATABASE_ISSUE
725,1,1,0,0,0,0,0,NETWORK_DELAY
726,0,1,1,0,0,1,1,NETWORK_DELAY
727,0,1,0,1,1,1,1,NETWORK_DELAY
728,0,1,1,0,0,1,1,NETWORK_DELAY
729,1,1,1,0,0,1,1,NETWORK_DELAY
730,0,0,0,1,1,0,0,NETWORK_DELAY
731,1,0,1,0,0,1,1,NETWORK_DELAY
732,0,0,0,0,1,0,1,NETWORK_DELAY
733,1,0,1,1,1,1,1,DATABASE_ISSUE
734,0,1,0,1,0,1,1,DATABASE_ISSUE
735,1,0,0,0,0,1,0,NETWORK_DELAY
736,1,1,0,0,0,0,0,MEMORY_LEAK
737,1,0,0,1,0,0,0,NETWORK_DELAY
738,0,1,0,1,0,0,1,NETWORK_DELAY
739,1,0,1,0,1,0,0,NETWORK_DELAY
740,1,1,1,0,1,1,0,DATABASE_ISSUE
741,1,0,0,0,0,1,0,NETWORK_DELAY
742,0,0,1,1,1,0,0,DATABASE_ISSUE
743,1,1,0,0,0,1,0,NETWORK_DELAY
744,0,0,0,0,1,1,0,NETWORK_DELAY
745,0,0,1,0,1,1,1,NETWORK_DELAY
746,1,0,0,0,0,0,1,NETWORK_DELAY
747,1,0,1,1,1,0,0,NETWORK_DELAY
748,1,0,1,1,1,0,0,DATABASE_ISSUE
749,0,1,0,0,0,0,0,NETWORK_DELAY
750,0,0,0,0,1,1,0,NETWORK_DELAY
751,1,0,1,0,1,0,0,NETWORK_DELAY
752,0,1,1,0,0,0,0,NETWORK_DELAY
753,0,1,0,1,1,1,0,DATABASE_ISSUE
754,0,0,1,1,0,0,0,NETWORK_DELAY
755,0,0,0,1,1,0,1,DATABASE_ISSUE
756,0,0,0,0,1,1,1,NETWORK_DELAY
757,1,1,0,0,0,0,0,NETWORK_DELAY
758,0,1,0,0,1,0,1,NETWORK_DELAY
759,1,0,1,0,0,0,1,NETWORK_DELAY
760,0,1,0,0,0,0,1,NETWORK_DELAY
761,1,1,1,1,0,0,1,DATABASE_ISSUE
762,1,1,0,1,0,1,1,DATABASE_ISSUE
763,1,0,1,0,1,1,1,DATABASE_ISSUE
764,1,1,1,0,0,1,0,NETWORK_DELAY
765,0,0,1,0,1,1,1,DATABASE_ISSUE
766,0,1,1,1,1,1,0,DATABASE_ISSUE
767,1,1,1,0,1,1,1,DATABASE_ISSUE
768,0,0,1,0,1,0,0,NETWORK_DELAY
769,0,1,1,1,1,1,0,DATABASE_ISSUE
770,1,1,1,0,1,1,1,DATABASE_ISSUE
771,0,1,1,1,1,0,1,DATABASE_ISSUE
772,0,1,0,0,1,1,0,NETWORK_DELAY
773,1,0,1,0,0,0,1,NETWORK_DELAY
774,1,0,1,1,0,1,0,NETWORK_DELAY
775,0,1,0,1,1,1,1,DATABASE_ISSUE
776,1,0,1,0,0,1,1,NETWORK_DELAY
777,0,0,1,1,1,0,1,NETWORK_DELAY
778,1,0,0,1,0,0,1,NETWORK_DELAY
779,1,0,1,1,0,0,1,NETWORK_DELAY
780,1,1,0,1,1,0,1,NETWORK_DELAY
781,1,0,0,1,1,1,0,NETWORK_DELAY
782,0,0,1,1,1,0,0,NETWORK_DELAY
783,1,0,1,1,1,0,0,DATABASE_ISSUE
784,1,1,0,1,1,0,1,DATABASE_ISSUE
785,0,0,1,1,0,1,1,NETWORK_DELAY
786,0,0,0,1,1,1,0,NETWORK_DELAY
787,1,0,0,0,0,0,0,NETWORK_DELAY
788,1,1,0,1,0,1,1,DATABASE_ISSUE
789,0,0,0,0,0,1,1,NETWORK_DELAY
790,0,1,0,1,0,1,1,NETWORK_DELAY
791,1,1,0,1,1,0,0,DATABASE_ISSUE
792,1,0,1,1,1,0,0,DATABASE_ISSUE
793,1,0,0,0,0,1,1,NETWORK_DELAY
794,1,0,0,1,1,0,0,DATABASE_ISSUE
795,1,0,0,0,1,1,1,NETWORK_DELAY
796,0,0,0,1,0,0,0,NETWORK_DELAY
797,1,1,1,1,0,0,0,DATABASE_ISSUE
798,0,1,0,1,1,1,0,NETWORK_DELAY
799,1,0,1,1,0,1,0,DATABASE_ISSUE
800,0,0,1,0,1,1,1,NETWORK_DELAY
801,0,1,0,1,1,0,0,NETWORK_DELAY
802,1,1,1,0,1,0,0,NETWORK_DELAY
803,0,0,1,0,1,1,1,DATABASE_ISSUE
804,0,1,1,1,0,1,1,DATABASE_ISSUE
805,0,0,1,0,0,0,0,NETWORK_DELAY
806,0,1,1,1,0,1,1,NETWORK_DELAY
807,0,1,1,0,0,1,1,NETWORK_DELAY
808,1,0,0,1,1,1,0,DATABASE_ISSUE
809,1,0,1,0,1,1,1,NETWORK_DELAY
810,0,0,0,1,1,1,1,NETWORK_DELAY
811,0,0,1,0,0,1,1,NETWORK_DELAY
812,1,0,0,1,1,1,0,NETWORK_DELAY
813,0,0,1,1,0,0,1,DATABASE_ISSUE
814,0,0,0,0,0,0,1,NETWORK_DELAY
815,1,1,1,1,1,0,0,DATABASE_ISSUE
816,0,0,1,0,1,0,0,DATABASE_ISSUE
817,1,1,0,0,0,0,0,NETWORK_DELAY
818,0,1,1,1,0,1,1,DATABASE_ISSUE
819,0,0,1,0,0,0,0,MEMORY_LEAK
820,0,0,1,0,0,1,1,NETWORK_DELAY
821,1,0,1,1,0,0,0,NETWORK_DELAY
822,0,0,1,1,1,0,1,DATABASE_ISSUE
823,1,1,1,1,1,0,1,DATABASE_ISSUE
824,1,1,1,0,0,1,1,NETWORK_DELAY
825,1,0,0,1,0,1,0,NETWORK_DELAY
826,0,1,0,0,1,0,1,NETWORK_DELAY
827,1,0,1,1,1,1,1,DATABASE_ISSUE
828,0,0,1,1,0,0,1,NETWORK_DELAY
829,1,1,0,1,1,0,0,DATABASE_ISSUE
830,1,0,1,1,0,0,0,NETWORK_DELAY
831,1,1,1,0,0,0,0,NETWORK_DELAY
832,0,1,1,1,0,1,0,NETWORK_DELAY
833,1,0,0,0,1,0,1,NETWORK_DELAY
834,0,1,1,0,0,0,1,NETWORK_DELAY
835,0,1,0,1,0,1,1,NETWORK_DELAY
836,1,1,1,1,1,0,1,DATABASE_ISSUE
837,1,0,1,1,0,0,1,NETWORK_DELAY
838,1,0,0,1,0,1,1,NETWORK_DELAY
839,0,0,0,1,0,1,1,NETWORK_DELAY
840,0,0,0,1,1,1,0,DATABASE_ISSUE
841,0,0,0,0,0,0,1,NETWORK_DELAY
842,0,0,1,0,0,0,1,NETWORK_DELAY
843,0,0,1,1,1,0,1,DATABASE_ISSUE
844,1,1,0,0,0,1,0,NETWORK_DELAY
845,0,0,1,1,0,0,1,NETWORK_DELAY
846,0,1,0,0,0,1,0,NETWORK_DELAY
847,1,1,0,0,0,0,0,NETWORK_DELAY
848,1,1,0,1,1,1,1,DATABASE_ISSUE
849,1,1,0,0,1,0,0,NETWORK_DELAY
850,0,1,0,0,0,0,1,NETWORK_DELAY
851,1,1,0,1,0,1,1,DATABASE_ISSUE
852,1,0,0,1,1,1,0,DATABASE_ISSUE
853,0,1,1,0,1,1,0,DATABASE_ISSUE
854,1,0,1,1,0,0,0,NETWORK_DELAY
855,0,1,1,0,1,1,1,DATABASE_ISSUE
856,0,1,0,0,0,0,1,NETWORK_DELAY
857,1,1,0,1,1,0,1,DATABASE_ISSUE
858,1,0,1,0,1,0,0,NETWORK_DELAY
859,1,0,0,1,0,1,1,NETWORK_DELAY
860,0,1,0,1,0,0,1,DATABASE_ISSUE
861,1,1,0,0,1,0,1,NETWORK_DELAY
862,1,0,0,1,1,1,0,DATABASE_ISSUE
863,0,1,0,0,0,0,1,NETWORK_DELAY
864,0,0,0,1,0,1,1,DATABASE_ISSUE
865,0,0,1,1,0,0,0,NETWORK_DELAY
866,0,0,1,1,0,0,1,DATABASE_ISSUE
867,0,0,1,1,0,0,1,NETWORK_DELAY
868,1,1,1,0,1,1,1,DATABASE_ISSUE
869,1,1,1,1,1,1,1,DATABASE_ISSUE
870,1,0,1,0,1,1,0,DATABASE_ISSUE
871,1,1,1,0,1,1,0,DATABASE_ISSUE
872,1,1,0,1,1,1,0,DATABASE_ISSUE
873,0,1,0,1,0,0,1,NETWORK_DELAY
874,1,0,1,1,0,1,1,DATABASE_ISSUE
875,0,1,1,1,0,0,1,DATABASE_ISSUE
876,1,1,1,1,1,1,0,DATABASE_ISSUE
877,0,0,0,1,0,0,1,NETWORK_DELAY
878,0,1,0,1,0,1,0,NETWORK_DELAY
879,0,0,0,0,1,1,0,NETWORK_DELAY
880,1,0,0,0,1,1,0,NETWORK_DELAY
881,1,1,1,1,0,0,1,NETWORK_DELAY
882,1,1,0,0,0,1,1,NETWORK_DELAY
883,1,0,0,1,1,0,1,NETWORK_DELAY
884,0,1,0,0,1,1,0,NETWORK_DELAY
885,1,0,1,0,1,0,1,DATABASE_ISSUE
886,1,1,1,0,0,1,1,NETWORK_DELAY
887,1,0,1,0,1,0,1,NETWORK_DELAY
888,1,0,1,0,0,1,1,NETWORK_DELAY
889,1,1,0,1,1,0,0,DATABASE_ISSUE
890,1,0,0,1,0,0,0,NETWORK_DELAY
891,1,0,0,1,1,0,0,DATABASE_ISSUE
892,0,0,0,0,0,1,0,NETWORK_DELAY
893,1,0,1,1,0,0,1,NETWORK_DELAY
894,0,1,1,1,1,1,0,DATABASE_ISSUE
895,1,0,1,0,1,0,0,NETWORK_DELAY
896,0,1,1,0,1,1,1,DATABASE_ISSUE
897,0,1,0,0,0,0,0,NETWORK_DELAY
898,1,1,0,0,0,0,0,NETWORK_DELAY
899,0,0,1,0,0,1,0,NETWORK_DELAY
900,1,1,0,1,1,0,1,DATABASE_ISSUE
901,0,0,0,0,0,1,1,NETWORK_DELAY
902,0,1,1,1,0,0,0,NETWORK_DELAY
903,0,0,0,0,1,0,1,NETWORK_DELAY
904,1,1,0,0,1,1,1,NETWORK_DELAY
905,1,1,0,1,1,0,1,NETWORK_DELAY
906,1,1,0,0,0,0,0,NETWORK_DELAY
907,1,0,0,1,1,1,1,DATABASE_ISSUE
908,1,0,1,0,1,1,0,NETWORK_DELAY
909,0,1,1,1,1,0,0,DATABASE_ISSUE
910,0,1,1,1,0,0,0,NETWORK_DELAY
911,0,1,0,0,0,1,1,NETWORK_DELAY
912,0,0,1,0,1,1,0,DATABASE_ISSUE
913,1,0,0,1,0,0,1,NETWORK_DELAY
914,1,0,0,0,0,1,0,NETWORK_DELAY
915,0,0,0,1,1,1,0,NETWORK_DELAY
916,0,0,0,0,0,0,0,MEMORY_LEAK
917,1,1,1,0,1,0,1,NETWORK_DELAY
918,0,1,1,0,1,1,1,NETWORK_DELAY
919,0,1,0,0,0,0,1,NETWORK_DELAY
920,1,0,0,1,1,1,0,NETWORK_DELAY
921,0,1,0,0,0,1,0,NETWORK_DELAY
922,1,0,0,1,1,0,1,NETWORK_DELAY
923,1,0,0,1,1,0,1,NETWORK_DELAY
924,1,1,1,0,1,1,1,DATABASE_ISSUE
925,0,0,1,1,0,1,1,NETWORK_DELAY
926,0,1,1,0,1,1,0,NETWORK_DELAY
927,0,0,1,1,1,0,0,DATABASE_ISSUE
928,0,1,0,1,1,1,0,NETWORK_DELAY
929,0,0,0,0,0,0,0,MEMORY_LEAK
930,0,0,1,0,1,1,0,NETWORK_DELAY
931,0,1,0,0,0,0,0,NETWORK_DELAY
932,1,1,1,0,1,1,1,DATABASE_ISSUE
933,1,1,1,1,0,0,0,NETWORK_DELAY
934,1,1,0,0,0,1,0,NETWORK_DELAY
935,0,0,1,1,0,1,1,DATABASE_ISSUE
936,1,1,0,1,1,0,0,DATABASE_ISSUE
937,1,1,1,0,0,1,1,NETWORK_DELAY
938,0,1,1,1,0,1,0,NETWORK_DELAY
939,1,0,0,1,0,0,1,NETWORK_DELAY
940,0,1,0,1,0,1,1,NETWORK_DELAY
941,1,0,1,1,0,0,1,NETWORK_DELAY
942,0,0,1,0,1,1,0,DATABASE_ISSUE
943,1,0,0,0,0,0,0,NETWORK_DELAY
944,0,0,1,0,0,0,0,NETWORK_DELAY
945,1,0,0,1,0,0,1,NETWORK_DELAY
946,1,1,1,1,1,0,1,DATABASE_ISSUE
947,1,0,0,1,1,1,1,DATABASE_ISSUE
948,0,0,1,1,0,1,0,NETWORK_DELAY
949,1,0,1,0,0,1,1,NETWORK_DELAY
950,0,0,0,0,1,1,0,NETWORK_DELAY
951,1,1,1,1,1,1,0,DATABASE_ISSUE
952,1,1,1,1,1,1,0,DATABASE_ISSUE
953,1,1,0,1,1,1,0,DATABASE_ISSUE
954,0,1,1,0,0,0,1,NETWORK_DELAY
955,1,0,0,1,1,1,1,DATABASE_ISSUE
956,0,0,1,1,0,1,0,NETWORK_DELAY
957,0,0,1,1,0,0,0,DATABASE_ISSUE
958,1,0,0,1,1,1,1,DATABASE_ISSUE
959,1,1,0,1,0,1,0,NETWORK_DELAY
960,1,1,1,0,1,1,1,DATABASE_ISSUE
961,1,0,1,1,0,1,0,NETWORK_DELAY
962,0,0,1,1,0,0,0,NETWORK_DELAY
963,1,0,0,1,0,1,1,NETWORK_DELAY
964,0,0,1,0,0,0,0,NETWORK_DELAY
965,1,1,1,0,1,0,1,NETWORK_DELAY
966,0,1,0,0,1,0,1,NETWORK_DELAY
967,0,0,1,0,1,0,1,NETWORK_DELAY
968,0,1,0,0,1,0,0,NETWORK_DELAY
969,0,0,1,0,1,0,0,NETWORK_DELAY
970,1,1,0,1,0,0,0,NETWORK_DELAY
971,1,0,1,1,1,0,0,NETWORK_DELAY
972,1,1,1,1,0,0,1,NETWORK_DELAY
973,1,0,1,1,0,0,1,NETWORK_DELAY
974,1,1,1,1,1,1,1,DATABASE_ISSUE
975,0,0,0,1,0,1,0,NETWORK_DELAY
976,1,0,0,0,0,1,1,NETWORK_DELAY
977,1,1,1,0,1,0,1,DATABASE_ISSUE
978,0,1,1,0,0,1,0,NETWORK_DELAY
979,0,1,0,0,0,0,0,NETWORK_DELAY
980,1,1,0,1,0,0,0,NETWORK_DELAY
981,0,1,1,1,1,0,0,DATABASE_ISSUE
982,1,0,1,1,1,0,0,NETWORK_DELAY
983,1,1,0,0,1,0,0,NETWORK_DELAY
984,0,1,1,1,1,0,1,DATABASE_ISSUE
985,0,1,1,0,0,1,1,DATABASE_ISSUE
986,1,1,1,1,1,1,0,DATABASE_ISSUE
987,0,1,0,0,0,0,0,NETWORK_DELAY
988,0,0,0,1,0,1,1,NETWORK_DELAY
989,1,1,1,1,0,1,0,NETWORK_DELAY
990,0,0,0,1,0,0,0,NETWORK_DELAY
991,1,0,0,1,1,0,0,NETWORK_DELAY
992,1,1,1,0,1,1,0,DATABASE_ISSUE
993,1,0,0,0,1,0,0,NETWORK_DELAY
994,0,0,1,0,1,0,0,NETWORK_DELAY
995,0,0,0,0,1,1,0,NETWORK_DELAY
996,1,1,1,1,0,0,0,DATABASE_ISSUE
997,0,1,0,0,0,0,0,MEMORY_LEAK
998,0,0,0,1,1,0,0,NETWORK_DELAY
999,0,1,0,0,0,0,1,NETWORK_DELAY
1000,0,0,1,0,0,1,0,NETWORK_DELAY
